Name,Status,Position,Nation,Age,Rating,Playstyle,Market Value,Window Signed,Loaned/Transferred From,Loan Length,Contracted Team,PositionOrder
Junai Byfield,The Draft,CB,England,17.0,65.0,Build Up,5000000,,,,,2.0
Karim Diop,The Draft,CB,Italy,16.0,65.0,Build Up,5000000,,,,,2.0
Kazuki Dohana,The Draft,CB,Japan,27.0,65.0,Build Up,5000000,,,,,2.0
Kenta Itakura,The Draft,CB,Japan,23.0,65.0,Build Up,5000000,,,,,2.0
Khaled Al Fadhli,The Draft,CB,Kuwait,23.0,65.0,Build Up,5000000,,,,,2.0
Leandro Quiroz,The Draft,CB,Argentina,21.0,65.0,Build Up,5000000,,,,,2.0
Lorenzo Tosto,The Draft,CB,Italy,19.0,65.0,Build Up,5000000,,,,,2.0
Marco Ballini,The Draft,CB,Thailand,27.0,65.0,Build Up,5000000,,,,,2.0
Max Broughton,The Draft,CB,England,24.0,65.0,Build Up,5000000,,,,,2.0
Mehdi Boukamir,The Draft,CB,Morocco,21.0,65.0,Build Up,5000000,,,,,2.0
Miloš Zlatković,The Draft,CB,Serbia,28.0,65.0,Build Up,5000000,,,,,2.0
Nicola Pintus,The Draft,CB,Italy,20.0,65.0,Build Up,5000000,,,,,2.0
Rio Hope-Gund,The Draft,CB,United States,26.0,65.0,Build Up,5000000,,,,,2.0
Rodri Suárez,The Draft,CB,Spain,23.0,65.0,Build Up,5000000,,,,,2.0
Roggerio Nyakossi,The Draft,CB,Switzerland,21.0,65.0,Build Up,5000000,,,,,2.0
Rushwin Dortley,The Draft,CB,South Africa,23.0,65.0,Build Up,5000000,,,,,2.0
Santiago Daniele,The Draft,CB,Argentina,20.0,65.0,Build Up,5000000,,,,,2.0
Setigui Karamoko,The Draft,CB,France,26.0,65.0,Build Up,5000000,,,,,2.0
Shahrul Saad,The Draft,CB,Malaysia,32.0,65.0,Build Up,2000000,,,,,2.0
Siaka Bakayoko,The Draft,CB,France,20.0,65.0,Build Up,5000000,,,,,2.0
Silvinho Esajas,The Draft,CB,Netherlands,23.0,65.0,Build Up,5000000,,,,,2.0
Stan Henderikx,The Draft,CB,Netherlands,22.0,65.0,Build Up,5000000,,,,,2.0
Stuart Hawkins,The Draft,CB,United States,19.0,65.0,Build Up,5000000,,,,,2.0
Takeru Itakura,The Draft,CB,Japan,27.0,65.0,Build Up,5000000,,,,,2.0
TJ Presthus,The Draft,CB,United States,22.0,65.0,Build Up,5000000,,,,,2.0
Tom Lang,The Draft,CB,Scotland,28.0,65.0,Build Up,5000000,,,,,2.0
Tyler Clegg,The Draft,CB,United States,25.0,65.0,Build Up,5000000,,,,,2.0
Tyler Hall,The Draft,CB,United States,19.0,65.0,Build Up,5000000,,,,,2.0
Viery,The Draft,CB,Brazil,20.0,65.0,Build Up,5000000,,,,,2.0
Wyatt Meyer,The Draft,CB,United States,24.0,65.0,Build Up,5000000,,,,,2.0
Xavier Zengue,The Draft,CB,United States,24.0,65.0,Build Up,5000000,,,,,2.0
Yannis Nahounou,The Draft,CB,France,21.0,65.0,Build Up,5000000,,,,,2.0
Zafar Babajanow,The Draft,CB,Turkmenistan,38.0,65.0,Build Up,2000000,,,,,2.0
Zaid Tahseen,The Draft,CB,Iraq,24.0,65.0,Build Up,5000000,,,,,2.0
Axel Tape,The Draft,CB,France,18.0,65.0,Extra Frontman,5000000,,,,,2.0
Brooklyn Kabongolo,The Draft,CB,France,23.0,65.0,Extra Frontman,5000000,,,,,2.0
Bruno Oliveira,The Draft,CB,Brazil,29.0,65.0,Extra Frontman,5000000,,,,,2.0
Cho Seong-Gwon,The Draft,CB,Korea Republic,24.0,65.0,Extra Frontman,5000000,,,,,2.0
D. Mirsultanov,The Draft,CB,Turkmenistan,30.0,65.0,Extra Frontman,2000000,,,,,2.0
Gaël Gibert,The Draft,CB,France,25.0,65.0,Extra Frontman,5000000,,,,,2.0
Hugo Bacharach,The Draft,CB,Spain,24.0,65.0,Extra Frontman,5000000,,,,,2.0
Max Floriani,The Draft,CB,United States,22.0,65.0,Extra Frontman,5000000,,,,,2.0
Max Murray,The Draft,CB,United States,23.0,65.0,Extra Frontman,5000000,,,,,2.0
Mihajlo Ilić,The Draft,CB,Serbia,22.0,65.0,Extra Frontman,5000000,,,,,2.0
Morris Duggan,The Draft,CB,Germany,25.0,65.0,Extra Frontman,5000000,,,,,2.0
Nunzio Engwanda,The Draft,CB,Belgium,18.0,65.0,Extra Frontman,5000000,,,,,2.0
Peerawat Akkratum,The Draft,CB,Thailand,27.0,65.0,Extra Frontman,5000000,,,,,2.0
Precious Ugwu,The Draft,CB,Netherlands,19.0,65.0,Extra Frontman,5000000,,,,,2.0
Sarawut K.,The Draft,CB,Thailand,34.0,65.0,Extra Frontman,2000000,,,,,2.0
Takeshi Ushizawa,The Draft,CB,Japan,24.0,65.0,Extra Frontman,5000000,,,,,2.0
Taylan Aydın,The Draft,CB,Türkiye,19.0,65.0,Extra Frontman,5000000,,,,,2.0
Turner Humphrey,The Draft,CB,United States,25.0,65.0,Extra Frontman,5000000,,,,,2.0
Alibek Davronov,The Draft,CB,Uzbekistan,23.0,65.0,None,5000000,,,,,2.0
Diyorbek Ortiqboyev,The Draft,CB,Uzbekistan,22.0,65.0,None,5000000,,,,,2.0
Faisal Jasim,The Draft,CB,Iraq,34.0,65.0,None,2000000,,,,,2.0
Simone Rota,The Draft,CB,Philippines,41.0,65.0,None,2000000,,,,,2.0
Abdulsamet Burak,The Draft,CB,Türkiye,29.0,65.0,The Destroyer,5000000,,,,,2.0
Achmad Jufriyanto,The Draft,CB,Indonesia,38.0,65.0,The Destroyer,2000000,,,,,2.0
Agustín Seyral,The Draft,CB,Argentina,20.0,65.0,The Destroyer,5000000,,,,,2.0
Akam Hashim Rahman,The Draft,CB,Iraq,27.0,65.0,The Destroyer,5000000,,,,,2.0
Alejo Cordoba,The Draft,CB,Argentina,21.0,65.0,The Destroyer,5000000,,,,,2.0
Alireza Arta,The Draft,CB,IR Iran,28.0,65.0,The Destroyer,5000000,,,,,2.0
Ascel Essengue,The Draft,CB,Cameroon,22.0,65.0,The Destroyer,5000000,,,,,2.0
Bakary Haidara,The Draft,CB,Côte d'Ivoire,20.0,65.0,The Destroyer,5000000,,,,,2.0
Bram Lagae,The Draft,CB,Belgium,21.0,65.0,The Destroyer,5000000,,,,,2.0
Bryant Nieling,The Draft,CB,Netherlands,23.0,65.0,The Destroyer,5000000,,,,,2.0
Choi Kyu-Baek,The Draft,CB,Korea Republic,31.0,65.0,The Destroyer,2000000,,,,,2.0
Damian van der Haar,The Draft,CB,Netherlands,21.0,65.0,The Destroyer,5000000,,,,,2.0
Danial Afaneh,The Draft,CB,Jordan,24.0,65.0,The Destroyer,5000000,,,,,2.0
Daniel Alemão,The Draft,CB,Brazil,26.0,65.0,The Destroyer,5000000,,,,,2.0
Daniel Pedrozo,The Draft,CB,Colombia,21.0,65.0,The Destroyer,5000000,,,,,2.0
Daniel Piña,The Draft,CB,Chile,24.0,65.0,The Destroyer,5000000,,,,,2.0
Daryl Leunga Leunga,The Draft,CB,Belgium,17.0,65.0,The Destroyer,5000000,,,,,2.0
Davide Giannini,The Draft,CB,Italy,20.0,65.0,The Destroyer,5000000,,,,,2.0
Dominic Tan,The Draft,CB,Malaysia,28.0,65.0,The Destroyer,5000000,,,,,2.0
Efe Sarıkaya,The Draft,CB,Türkiye,20.0,65.0,The Destroyer,5000000,,,,,2.0
Ethan Kos,The Draft,CB,United States,24.0,65.0,The Destroyer,5000000,,,,,2.0
Fabián Villa,The Draft,CB,Colombia,20.0,65.0,The Destroyer,5000000,,,,,2.0
Felipe Carnicero,The Draft,CB,Argentina,19.0,65.0,The Destroyer,5000000,,,,,2.0
Franck Fomeyem,The Draft,CB,Cameroon,26.0,65.0,The Destroyer,5000000,,,,,2.0
Freddy Molina,The Draft,CB,Venezuela,21.0,65.0,The Destroyer,5000000,,,,,2.0
Gabriele Indragoli,The Draft,CB,Italy,21.0,65.0,The Destroyer,5000000,,,,,2.0
Gerónimo Montivero,The Draft,CB,Argentina,20.0,65.0,The Destroyer,5000000,,,,,2.0
Hamed Dramé,The Draft,CB,France,24.0,65.0,The Destroyer,5000000,,,,,2.0
Hamoud Mashaan,The Draft,CB,Iraq,26.0,65.0,The Destroyer,5000000,,,,,2.0
Haruki Shirai,The Draft,CB,Japan,25.0,65.0,The Destroyer,5000000,,,,,2.0
Hayato Aoki,The Draft,CB,Japan,24.0,65.0,The Destroyer,5000000,,,,,2.0
Hélio Baptista,The Draft,CB,Brazil,35.0,65.0,The Destroyer,2000000,,,,,2.0
Hideomi Yamamoto,The Draft,CB,Japan,45.0,65.0,The Destroyer,2000000,,,,,2.0
Husam Abudahab,The Draft,CB,Jordan,25.0,65.0,The Destroyer,5000000,,,,,2.0
Jack Milne,The Draft,CB,Scotland,22.0,65.0,The Destroyer,5000000,,,,,2.0
Jaja,The Draft,CB,Brazil,22.0,65.0,The Destroyer,5000000,,,,,2.0
Jansen Miller,The Draft,CB,United States,23.0,65.0,The Destroyer,5000000,,,,,2.0
Jeppe Kudsk,The Draft,CB,Denmark,22.0,65.0,The Destroyer,5000000,,,,,2.0
Josué Kongolo,The Draft,CB,Belgium,19.0,65.0,The Destroyer,5000000,,,,,2.0
Juan José Arias,The Draft,CB,Colombia,21.0,65.0,The Destroyer,5000000,,,,,2.0
Lazar Stefanović,The Draft,CB,Canada,19.0,65.0,The Destroyer,5000000,,,,,2.0
Lim Seung-Kyum,The Draft,CB,Korea Republic,30.0,65.0,The Destroyer,2000000,,,,,2.0
Liu Haofan,The Draft,CB,China PR,22.0,65.0,The Destroyer,5000000,,,,,2.0
Longin Bimai,The Draft,CB,France,19.0,65.0,The Destroyer,5000000,,,,,2.0
Lorenzo Villa,The Draft,CB,Italy,22.0,65.0,The Destroyer,5000000,,,,,2.0
Luca Marianucci,The Draft,CB,Italy,21.0,65.0,The Destroyer,5000000,,,,,2.0
Luca Raffin,The Draft,CB,Argentina,19.0,65.0,The Destroyer,5000000,,,,,2.0
Luke Tabone,The Draft,CB,Malta,28.0,65.0,The Destroyer,5000000,,,,,2.0
Luken Beitia,The Draft,CB,Spain,21.0,65.0,The Destroyer,5000000,,,,,2.0
Matteo Onofri,The Draft,CB,Italy,21.0,65.0,The Destroyer,5000000,,,,,2.0
Matti Olsen,The Draft,CB,Denmark,30.0,65.0,The Destroyer,2000000,,,,,2.0
Mohamed Jaouab,The Draft,CB,Morocco,23.0,65.0,The Destroyer,5000000,,,,,2.0
Mohammed Emad Aiash,The Draft,CB,Qatar,24.0,65.0,The Destroyer,5000000,,,,,2.0
Moïse Adiléhou,The Draft,CB,Benin,30.0,65.0,The Destroyer,2000000,,,,,2.0
N. Fernandez-Veliz,The Draft,CB,France,21.0,65.0,The Destroyer,5000000,,,,,2.0
Nasreddine Zaâlani,The Draft,CB,Algeria,33.0,65.0,The Destroyer,2000000,,,,,2.0
Nikola Miličić,The Draft,CB,Serbia,21.0,65.0,The Destroyer,5000000,,,,,2.0
Nkosinathi Sibisi,The Draft,CB,South Africa,30.0,65.0,The Destroyer,2000000,,,,,2.0
Ri Thaeha,The Draft,CB,Korea DPR,22.0,65.0,The Destroyer,5000000,,,,,2.0
Ruslan Hanoon,The Draft,CB,Iraq,29.0,65.0,The Destroyer,5000000,,,,,2.0
Saed Al Rosan,The Draft,CB,Jordan,28.0,65.0,The Destroyer,5000000,,,,,2.0
Sebastián Pino,The Draft,CB,Chile,22.0,65.0,The Destroyer,5000000,,,,,2.0
Simone Bonetti,The Draft,CB,Italy,21.0,65.0,The Destroyer,5000000,,,,,2.0
Taiju Ichinose,The Draft,CB,Japan,23.0,65.0,The Destroyer,5000000,,,,,2.0
Takumi Narasaka,The Draft,CB,Japan,23.0,65.0,The Destroyer,5000000,,,,,2.0
Takumu Kemmotsu,The Draft,CB,Japan,25.0,65.0,The Destroyer,5000000,,,,,2.0
Tebogo Kopelang,The Draft,CB,Botswana,23.0,65.0,The Destroyer,5000000,,,,,2.0
Tetsuya Chinen,The Draft,CB,Japan,28.0,65.0,The Destroyer,5000000,,,,,2.0
Tom Gaal,The Draft,CB,Germany,24.0,65.0,The Destroyer,5000000,,,,,2.0
Tommaso Pittino,The Draft,CB,Italy,20.0,65.0,The Destroyer,5000000,,,,,2.0
Veljko Filipović,The Draft,CB,Serbia,26.0,65.0,The Destroyer,5000000,,,,,2.0
Vince Osuji,The Draft,CB,Nigeria,19.0,65.0,The Destroyer,5000000,,,,,2.0
Yuki Kawakami,The Draft,CB,Japan,28.0,65.0,The Destroyer,5000000,,,,,2.0
Adrián Pica,The Draft,CB,Spain,23.0,66.0,Build Up,5000000,,,,,2.0
Ahmed Bughammar,The Draft,CB,Bahrain,28.0,66.0,Build Up,5000000,,,,,2.0
Albin Demouchy,The Draft,CB,France,23.0,66.0,Build Up,5000000,,,,,2.0
Alexander Pastene,The Draft,CB,Chile,25.0,66.0,Build Up,5000000,,,,,2.0
Ayman El Wafi,The Draft,CB,Morocco,21.0,66.0,Build Up,5000000,,,,,2.0
Bahadır Öztürk,The Draft,CB,Türkiye,30.0,66.0,Build Up,2000000,,,,,2.0
Balla Moussa Manè,The Draft,CB,Italy,22.0,66.0,Build Up,5000000,,,,,2.0
Benjamin Fredrick,The Draft,CB,Nigeria,20.0,66.0,Build Up,5000000,,,,,2.0
Bill Mamadou,The Draft,CB,Singapore,24.0,66.0,Build Up,5000000,,,,,2.0
Bryan Okoh,The Draft,CB,Switzerland,22.0,66.0,Build Up,5000000,,,,,2.0
Caio Marcelo,The Draft,CB,Brazil,27.0,66.0,Build Up,5000000,,,,,2.0
Diego Arroyo,The Draft,CB,Bolivia,20.0,66.0,Build Up,5000000,,,,,2.0
Elkan Baggott,The Draft,CB,Indonesia,23.0,66.0,Build Up,5000000,,,,,2.0
Enrico Pepe,The Draft,CB,Malta,36.0,66.0,Build Up,2000000,,,,,2.0
Filippo Pellacani,The Draft,CB,Italy,27.0,66.0,Build Up,5000000,,,,,2.0
Francisco Gonçalves,The Draft,CB,Portugal,21.0,66.0,Build Up,5000000,,,,,2.0
Ghanim Al Habashi,The Draft,CB,Oman,27.0,66.0,Build Up,5000000,,,,,2.0
Grant Kekana,The Draft,CB,South Africa,33.0,66.0,Build Up,2000000,,,,,2.0
Hamady Diop,The Draft,CB,Senegal,23.0,66.0,Build Up,5000000,,,,,2.0
Hamza Güreler,The Draft,CB,Türkiye,19.0,66.0,Build Up,5000000,,,,,2.0
Hayato Teruyama,The Draft,CB,Japan,25.0,66.0,Build Up,5000000,,,,,2.0
Hugo Pérez,The Draft,CB,Spain,23.0,66.0,Build Up,5000000,,,,,2.0
Hussain Bahzad,The Draft,CB,Qatar,27.0,66.0,Build Up,5000000,,,,,2.0
Iker Córdoba,The Draft,CB,Spain,20.0,66.0,Build Up,5000000,,,,,2.0
Jean Valou,The Draft,CB,Côte d'Ivoire,20.0,66.0,Build Up,5000000,,,,,2.0
Jérémy Corinus,The Draft,CB,France,28.0,66.0,Build Up,5000000,,,,,2.0
Joey Akpunonu,The Draft,CB,United States,24.0,66.0,Build Up,5000000,,,,,2.0
Jon de Luis,The Draft,CB,Spain,22.0,66.0,Build Up,5000000,,,,,2.0
Kauã Davi,The Draft,CB,Brazil,21.0,66.0,Build Up,5000000,,,,,2.0
Kazuma Nagai,The Draft,CB,Japan,27.0,66.0,Build Up,5000000,,,,,2.0
Kosei Suwama,The Draft,CB,Japan,22.0,66.0,Build Up,5000000,,,,,2.0
Kurt Shaw,The Draft,CB,Malta,26.0,66.0,Build Up,5000000,,,,,2.0
Lee Chang-Yong,The Draft,CB,Korea Republic,35.0,66.0,Build Up,2000000,,,,,2.0
Luciano Vallejo,The Draft,CB,Argentina,21.0,66.0,Build Up,5000000,,,,,2.0
Marc Vilaplana,The Draft,CB,Spain,22.0,66.0,Build Up,5000000,,,,,2.0
Mateus Lusuardi,The Draft,CB,Brazil,21.0,66.0,Build Up,5000000,,,,,2.0
Matheus Lins,The Draft,CB,Brazil,24.0,66.0,Build Up,5000000,,,,,2.0
Matia Barzić,The Draft,CB,Croatia,21.0,66.0,Build Up,5000000,,,,,2.0
Mattéo Commaret,The Draft,CB,France,23.0,66.0,Build Up,5000000,,,,,2.0
Mehtab Singh,The Draft,CB,India,27.0,66.0,Build Up,5000000,,,,,2.0
Mo Abualnadi,The Draft,CB,Jordan,24.0,66.0,Build Up,5000000,,,,,2.0
Mohammed Ali Jamin,The Draft,CB,Qatar,25.0,66.0,Build Up,5000000,,,,,2.0
Mosha Gaolaolwe,The Draft,CB,Botswana,32.0,66.0,Build Up,2000000,,,,,2.0
Munaf Younus,The Draft,CB,Iraq,29.0,66.0,Build Up,5000000,,,,,2.0
Naoya Fukumori,The Draft,CB,Japan,33.0,66.0,Build Up,2000000,,,,,2.0
Nicolás Canela,The Draft,CB,Argentina,21.0,66.0,Build Up,5000000,,,,,2.0
Nicolás Lara,The Draft,CB,Colombia,22.0,66.0,Build Up,5000000,,,,,2.0
Noé Sow,The Draft,CB,France,27.0,66.0,Build Up,5000000,,,,,2.0
Or Israelov,The Draft,CB,Israel,21.0,66.0,Build Up,5000000,,,,,2.0
Pak Min-Gyu,The Draft,CB,Korea Republic,30.0,66.0,Build Up,2000000,,,,,2.0
Peru Rodríguez,The Draft,CB,Spain,23.0,66.0,Build Up,5000000,,,,,2.0
Ramiro Pedroza,The Draft,CB,Argentina,18.0,66.0,Build Up,5000000,,,,,2.0
Redouane Halhal,The Draft,CB,Morocco,22.0,66.0,Build Up,5000000,,,,,2.0
Reiya Morishita,The Draft,CB,Japan,27.0,66.0,Build Up,5000000,,,,,2.0
Renzo Malanca,The Draft,CB,Argentina,22.0,66.0,Build Up,5000000,,,,,2.0
Rio Omori,The Draft,CB,Japan,23.0,66.0,Build Up,5000000,,,,,2.0
Roque Júnior,The Draft,CB,Brazil,23.0,66.0,Build Up,5000000,,,,,2.0
Ryoya Iizumi,The Draft,CB,Japan,30.0,66.0,Build Up,2000000,,,,,2.0
Ryusei Shimodo,The Draft,CB,Japan,29.0,66.0,Build Up,5000000,,,,,2.0
Safuwan Baharudin,The Draft,CB,Singapore,34.0,66.0,Build Up,2000000,,,,,2.0
Saifeldeen Fadlalla,The Draft,CB,Qatar,22.0,66.0,Build Up,5000000,,,,,2.0
Sayed Mahdi Baqer,The Draft,CB,Bahrain,31.0,66.0,Build Up,2000000,,,,,2.0
Sebastián Valencia,The Draft,CB,Chile,25.0,66.0,Build Up,5000000,,,,,2.0
Seo Myung-Guan,The Draft,CB,Korea Republic,23.0,66.0,Build Up,5000000,,,,,2.0
Sharul Nazeem,The Draft,CB,Malaysia,26.0,66.0,Build Up,5000000,,,,,2.0
Sinan Osmanoğlu,The Draft,CB,Türkiye,35.0,66.0,Build Up,2000000,,,,,2.0
So Nakagawa,The Draft,CB,Japan,26.0,66.0,Build Up,5000000,,,,,2.0
Stalin Valencia,The Draft,CB,Ecuador,22.0,66.0,Build Up,5000000,,,,,2.0
Stefan Cebara,The Draft,CB,Canada,34.0,66.0,Build Up,2000000,,,,,2.0
Taisei Inoue,The Draft,CB,Japan,23.0,66.0,Build Up,5000000,,,,,2.0
Tameem Al Muhaza,The Draft,CB,Qatar,29.0,66.0,Build Up,5000000,,,,,2.0
Tanasak Srisai,The Draft,CB,Thailand,36.0,66.0,Build Up,2000000,,,,,2.0
Théo Eyoum,The Draft,CB,France,23.0,66.0,Build Up,5000000,,,,,2.0
Tiago Gabriel,The Draft,CB,Portugal,21.0,66.0,Build Up,5000000,,,,,2.0
Tobias Slotsager,The Draft,CB,Denmark,19.0,66.0,Build Up,5000000,,,,,2.0
Tomás Kummer,The Draft,CB,Argentina,21.0,66.0,Build Up,5000000,,,,,2.0
Ulisses,The Draft,CB,Brazil,26.0,66.0,Build Up,5000000,,,,,2.0
Vicente Espinoza,The Draft,CB,Chile,22.0,66.0,Build Up,5000000,,,,,2.0
Wattana Playnum,The Draft,CB,Thailand,36.0,66.0,Build Up,2000000,,,,,2.0
Abdalla Yousif,The Draft,CB,Qatar,23.0,66.0,Extra Frontman,5000000,,,,,2.0
Awn Al Saluli,The Draft,CB,Saudi Arabia,27.0,66.0,Extra Frontman,5000000,,,,,2.0
David Ramírez,The Draft,CB,Colombia,23.0,66.0,Extra Frontman,5000000,,,,,2.0
Enes Mahmutović,The Draft,CB,Luxembourg,28.0,66.0,Extra Frontman,5000000,,,,,2.0
Jack Singer,The Draft,CB,United States,25.0,66.0,Extra Frontman,5000000,,,,,2.0
Jan Kronig,The Draft,CB,Switzerland,25.0,66.0,Extra Frontman,5000000,,,,,2.0
Jefferson Díaz,The Draft,CB,Colombia,25.0,66.0,Extra Frontman,5000000,,,,,2.0
Juan Guevara,The Draft,CB,Colombia,24.0,66.0,Extra Frontman,5000000,,,,,2.0
Julius Dirksen,The Draft,CB,Netherlands,22.0,66.0,Extra Frontman,5000000,,,,,2.0
Kim Byeom-Yong,The Draft,CB,Korea Republic,35.0,66.0,Extra Frontman,2000000,,,,,2.0
Lee Ji-Sol,The Draft,CB,Korea Republic,26.0,66.0,Extra Frontman,5000000,,,,,2.0
Mohammed Marzooq,The Draft,CB,United Arab Emirates,36.0,66.0,Extra Frontman,2000000,,,,,2.0
Muhammad Ferarri,The Draft,CB,Indonesia,22.0,66.0,Extra Frontman,5000000,,,,,2.0
Nahuel Brunet,The Draft,CB,Argentina,25.0,66.0,Extra Frontman,5000000,,,,,2.0
Nate Jones,The Draft,CB,United States,24.0,66.0,Extra Frontman,5000000,,,,,2.0
Pawee Tanthatemee,The Draft,CB,Thailand,29.0,66.0,Extra Frontman,5000000,,,,,2.0
Ramiz Hamouda,The Draft,CB,United States,17.0,66.0,Extra Frontman,5325000,,,,,2.0
Rayan Hamed,The Draft,CB,Saudi Arabia,23.0,66.0,Extra Frontman,5000000,,,,,2.0
Riku Matsuda,The Draft,CB,Japan,26.0,66.0,Extra Frontman,5000000,,,,,2.0
Rômulo,The Draft,CB,Brazil,21.0,66.0,Extra Frontman,5000000,,,,,2.0
Ryosuke Hisadomi,The Draft,CB,Japan,34.0,66.0,Extra Frontman,2000000,,,,,2.0
Salem Sultan,The Draft,CB,United Arab Emirates,32.0,66.0,Extra Frontman,2000000,,,,,2.0
Sebastián Ramírez,The Draft,CB,Colombia,19.0,66.0,Extra Frontman,5000000,,,,,2.0
Senan Mullen,The Draft,CB,Republic of Ireland,20.0,66.0,Extra Frontman,5000000,,,,,2.0
Shota Nishino,The Draft,CB,Japan,21.0,66.0,Extra Frontman,5000000,,,,,2.0
Simón García,The Draft,CB,Colombia,20.0,66.0,Extra Frontman,5000000,,,,,2.0
Wong Ho Yin,The Draft,CB,"Hong Kong, China",27.0,66.0,Extra Frontman,5000000,,,,,2.0
Yunus Çift,The Draft,CB,Türkiye,22.0,66.0,Extra Frontman,5000000,,,,,2.0
Zhao Jianfei,The Draft,CB,China PR,26.0,66.0,Extra Frontman,5000000,,,,,2.0
Mathis Magnin,The Draft,CB,Switzerland,24.0,66.0,None,5000000,,,,,2.0
Yousif Ali Almheiri,The Draft,CB,United Arab Emirates,26.0,66.0,None,5000000,,,,,2.0
Aboubacar Lô,The Draft,CB,Senegal,25.0,66.0,The Destroyer,5000000,,,,,2.0
Bianneider Tamayo,The Draft,CB,Venezuela,20.0,66.0,The Destroyer,5000000,,,,,2.0
Bruno Alves,The Draft,CB,Brazil,20.0,66.0,The Destroyer,5000000,,,,,2.0
Carlo Faedo,The Draft,CB,Italy,26.0,66.0,The Destroyer,5000000,,,,,2.0
Casey Walls,The Draft,CB,United States,22.0,66.0,The Destroyer,5000000,,,,,2.0
Chinglensana Singh,The Draft,CB,India,29.0,66.0,The Destroyer,5000000,,,,,2.0
Darko Ilieski,The Draft,CB,North Macedonia,30.0,66.0,The Destroyer,2000000,,,,,2.0
Delentz Pierre,The Draft,CB,Haiti,25.0,66.0,The Destroyer,5000000,,,,,2.0
Diego Alende,The Draft,CB,Spain,28.0,66.0,The Destroyer,5000000,,,,,2.0
Diego Monreal,The Draft,CB,Chile,23.0,66.0,The Destroyer,5000000,,,,,2.0
Elvis Hernández,The Draft,CB,Argentina,26.0,66.0,The Destroyer,5000000,,,,,2.0
Emir Ortakaya,The Draft,CB,Türkiye,21.0,66.0,The Destroyer,5000000,,,,,2.0
Gabriel Otegbayo,The Draft,CB,Republic of Ireland,20.0,66.0,The Destroyer,5000000,,,,,2.0
Gerald Takwara,The Draft,CB,Zimbabwe,31.0,66.0,The Destroyer,2000000,,,,,2.0
I. Galván Vittar,The Draft,CB,Argentina,21.0,66.0,The Destroyer,5000000,,,,,2.0
Ismaëlo Ganiou,The Draft,CB,Burkina Faso,20.0,66.0,The Destroyer,5000000,,,,,2.0
Issei Tone,The Draft,CB,Japan,29.0,66.0,The Destroyer,5000000,,,,,2.0
João Pedro,The Draft,CB,Brazil,22.0,66.0,The Destroyer,5000000,,,,,2.0
Josué Escartin,The Draft,CB,France,22.0,66.0,The Destroyer,5000000,,,,,2.0
Junya Imase,The Draft,CB,Japan,32.0,66.0,The Destroyer,2000000,,,,,2.0
Kaique,The Draft,CB,Brazil,24.0,66.0,The Destroyer,5000000,,,,,2.0
Kaly,The Draft,CB,Angola,22.0,66.0,The Destroyer,5000000,,,,,2.0
Keita Yoshioka,The Draft,CB,Japan,28.0,66.0,The Destroyer,5000000,,,,,2.0
Kim Tae-Han,The Draft,CB,Korea Republic,29.0,66.0,The Destroyer,5000000,,,,,2.0
Kim Young-Chan,The Draft,CB,Korea Republic,32.0,66.0,The Destroyer,2000000,,,,,2.0
Kohei Hosoya,The Draft,CB,Japan,24.0,66.0,The Destroyer,5000000,,,,,2.0
Luca Parodi,The Draft,CB,Italy,30.0,66.0,The Destroyer,2000000,,,,,2.0
Malick Fofana,The Draft,CB,Japan,25.0,66.0,The Destroyer,5000000,,,,,2.0
Michel Termanini,The Draft,CB,Palestine,27.0,66.0,The Destroyer,5000000,,,,,2.0
Mizuki Hamada,The Draft,CB,Japan,35.0,66.0,The Destroyer,2000000,,,,,2.0
Mostafa Essam,The Draft,CB,Qatar,24.0,66.0,The Destroyer,5000000,,,,,2.0
Nao Yamada,The Draft,CB,Japan,23.0,66.0,The Destroyer,5000000,,,,,2.0
Nenad Lalić,The Draft,CB,Serbia,26.0,66.0,The Destroyer,5000000,,,,,2.0
Nicolo Calabrese,The Draft,CB,Italy,21.0,66.0,The Destroyer,5000000,,,,,2.0
Renzo,The Draft,CB,Brazil,24.0,66.0,The Destroyer,5000000,,,,,2.0
Riku Morioka,The Draft,CB,Japan,27.0,66.0,The Destroyer,5000000,,,,,2.0
Ryoga Ishio,The Draft,CB,Japan,25.0,66.0,The Destroyer,5000000,,,,,2.0
Ryota Kuboniwa,The Draft,CB,Japan,24.0,66.0,The Destroyer,5000000,,,,,2.0
Stefan Tsonkov,The Draft,CB,Bulgaria,30.0,66.0,The Destroyer,2000000,,,,,2.0
Stefano Cella,The Draft,CB,Italy,24.0,66.0,The Destroyer,5000000,,,,,2.0
Taiga Son,The Draft,CB,Japan,26.0,66.0,The Destroyer,5000000,,,,,2.0
Tobías Quiroz,The Draft,CB,Argentina,20.0,66.0,The Destroyer,5000000,,,,,2.0
Tyler Fredricson,The Draft,CB,England,20.0,66.0,The Destroyer,5000000,,,,,2.0
Vahdat Hanonov,The Draft,CB,Tajikistan,25.0,66.0,The Destroyer,5000000,,,,,2.0
Zac Johnson,The Draft,CB,England,21.0,66.0,The Destroyer,5000000,,,,,2.0
Abdalla Ghanim,The Draft,CB,United Arab Emirates,30.0,67.0,Build Up,2187500,,,,,2.0
Abdi Salim,The Draft,CB,Somalia,24.0,67.0,Build Up,5000000,,,,,2.0
